,0,1
0,14.0,1.0
1,7.0,907.8
2,5.0,1814.6
3,1.0,2721.3999999999996
4,2.0,3628.2
5,2.0,4535.0
6,1.0,5441.799999999999
7,1.0,6348.599999999999
8,1.0,7255.4
9,0.0,8162.2
10,2.0,9069.0
11,0.0,9975.8
12,0.0,10882.599999999999
13,1.0,11789.4
14,0.0,12696.199999999999
15,0.0,13603.0
16,0.0,14509.8
17,0.0,15416.599999999999
18,0.0,16323.4
19,1.0,17230.2
20,,18137.0
